geno,das,biomass
g013,3,0
g013,4,0
g013,5,0
g013,6,4.6
g013,7,6.2
g013,8,8.4
g013,9,10.9
g013,10,13.8
g013,11,17.8
g013,12,22
g013,13,25.6
g013,14,29.7
g013,15,33.9
g013,16,39.5
g013,17,43.8
g013,18,50.2
g013,19,56.6
g013,20,59.9
g013,21,68.1
g013,22,80.3
g013,23,93.6
g013,24,110.7
g013,25,130.7
g013,26,153.7
g013,27,177.2
g013,28,203.8
g013,29,235.7
g013,30,272
g013,31,310.6
g013,32,324.9
g013,33,369.8
g013,34,423.1
g013,35,482.6
g013,36,552.9
g013,37,631
g013,38,717.4
g013,39,812.4
g013,40,910.1
g013,41,1015.6
g013,42,1128.8
g013,43,1249.5
g013,44,1377.5
g013,45,1504
g013,46,1602.5
g013,47,1722.1
g013,48,1851.3
g013,49,1950.9
g013,50,2033.8
g013,51,2136.5
g013,52,2216.7
g013,53,2303.6
g013,54,2329.8
g013,55,2358
g013,56,2395.6
g013,57,2427.5
g013,58,2545.9
g013,59,2698.5
g013,60,2840
g013,61,2980.6
g013,62,3121.5
g013,63,3255.3
g013,64,3323.3
g013,65,3437.8
g013,66,3573.9
g013,67,3610.9
g013,68,3668.8
g013,69,3812
g013,70,3935.8
g013,71,4048.5
g013,72,4151.7
g013,73,4252.8
g013,74,4344
g013,75,4434.4
g013,76,4521
g013,77,4597.1
g013,78,4665.2
g013,79,4728.4
g013,80,4807.1
g013,81,4884.3
g013,82,4944.6
g013,83,5000.9
g013,84,5049.3
g013,85,5093.3
g013,86,5132.4
g013,87,5168.3
g013,88,5202.7
g013,89,5235.6
g013,90,5266.5
g013,91,5294.7
g013,92,5320.2
g013,93,5343.4
g013,94,5368.8
g013,95,5391.6
g013,96,5412.4
g013,97,5431.8
g013,98,5449.9
g013,99,5467.4
g013,100,5481.4
g013,101,5495.7
g013,102,5508.4
g013,103,5521.2
g013,104,5526.8
g013,105,5532.8
g013,106,5535.4
g013,107,5539.4
g013,108,5542.1
g013,109,5543.9
g013,110,5545.7
g013,111,5553.3
g013,112,5560.6
g013,113,5567
g013,114,5571.2
g013,115,5574.2
g013,116,5580.2
g013,117,5588
g013,118,5594.7
g013,119,5597.7
g013,120,5597.7
g013,121,5597.7
g014,0,0
g014,1,0
g014,2,0
g014,3,0
g014,4,0
g014,5,0
g014,6,4.6
g014,7,6.1
g014,8,8
g014,9,10.2
g014,10,12.7
g014,11,16.1
g014,12,19.6
g014,13,22.6
g014,14,25.8
g014,15,29.2
g014,16,33.5
g014,17,36.8
g014,18,41.6
g014,19,46.5
g014,20,48.9
g014,21,54.9
g014,22,63.8
g014,23,73.2
g014,24,85.2
g014,25,98.9
g014,26,114.6
g014,27,130.4
g014,28,148
g014,29,168.9
g014,30,192.4
g014,31,217.2
g014,32,226.3
g014,33,254.8
g014,34,288.5
g014,35,325.9
g014,36,370
g014,37,419.1
g014,38,473.4
g014,39,533.5
g014,40,595.7
g014,41,663.5
g014,42,737.1
g014,43,816.7
g014,44,902.3
g014,45,988.1
g014,46,1060.8
g014,47,1156
g014,48,1269.6
g014,49,1368.3
g014,50,1456.6
g014,51,1570.6
g014,52,1665.4
g014,53,1769.8
g014,54,1801
g014,55,1833.4
g014,56,1875.7
g014,57,1909.7
g014,58,2029.2
g014,59,2185.5
g014,60,2324.7
g014,61,2461
g014,62,2594.4
g014,63,2718.6
g014,64,2780.7
g014,65,2884.6
g014,66,3006.9
g014,67,3039.8
g014,68,3091.4
g014,69,3225.8
g014,70,3372
g014,71,3509.7
g014,72,3656
g014,73,3809.9
g014,74,3918.6
g014,75,4045.5
g014,76,4150.4
g014,77,4242.1
g014,78,4324.5
g014,79,4401.5
g014,80,4524.1
g014,81,4644.6
g014,82,4733.2
g014,83,4810.3
g014,84,4878.2
g014,85,4932.9
g014,86,4981.8
g014,87,5026.9
g014,88,5078.7
g014,89,5126.7
g014,90,5166.8
g014,91,5202.9
g014,92,5235.7
g014,93,5265.1
g014,94,5305.1
g014,95,5340.1
g014,96,5368.2
g014,97,5393
g014,98,5418.4
g014,99,5440.7
g014,100,5462.1
g014,101,5483.9
g014,102,5503.1
g014,103,5522.6
g014,104,5535.3
g014,105,5547.6
g014,106,5553.2
g014,107,5562.4
g014,108,5567
g014,109,5569.6
g014,110,5572.4
g014,111,5583.4
g014,112,5593.1
g014,113,5600.9
g014,114,5605.9
g014,115,5609.4
g014,116,5616.3
g014,117,5625.1
g014,118,5632.6
g014,119,5639.6
g014,120,5645.1
g014,121,5650
g014,122,5651.1
g014,123,5651.1
g014,124,5651.1
g015,0,0
g015,1,0
g015,2,0
g015,3,0
g015,4,0
g015,5,0
g015,6,4.6
g015,7,6.1
g015,8,8.1
g015,9,10.3
g015,10,12.9
g015,11,16.4
g015,12,20
g015,13,23.2
g015,14,26.7
g015,15,30.3
g015,16,34.9
g015,17,38.5
g015,18,43.7
g015,19,49
g015,20,51.7
g015,21,58.3
g015,22,68.2
g015,23,78.7
g015,24,92.2
g015,25,107.8
g015,26,125.6
g015,27,143.6
g015,28,163.9
g015,29,188.1
g015,30,215.4
g015,31,244.3
g015,32,255
g015,33,288.5
g015,34,328.2
g015,35,372.5
g015,36,424.8
g015,37,483
g015,38,547.7
g015,39,619.2
g015,40,693.2
g015,41,773.8
g015,42,860.9
g015,43,954.7
g015,44,1055
g015,45,1155.2
g015,46,1239.8
g015,47,1350.2
g015,48,1481.3
g015,49,1594.7
g015,50,1694
g015,51,1806.7
g015,52,1900.7
g015,53,2001.2
g015,54,2031
g015,55,2063.1
g015,56,2105.6
g015,57,2141.8
g015,58,2269.3
g015,59,2433.9
g015,60,2590.5
g015,61,2736
g015,62,2868.8
g015,63,3014
g015,64,3087.8
g015,65,3207.8
g015,66,3321.3
g015,67,3357.7
g015,68,3412.3
g015,69,3520.3
g015,70,3612
g015,71,3690.1
g015,72,3761.9
g015,73,3835.8
g015,74,3897.2
g015,75,3958
g015,76,4015.9
g015,77,4066.6
g015,78,4111.8
g015,79,4153.5
g015,80,4209.7
g015,81,4264.4
g015,82,4304.4
g015,83,4340.9
g015,84,4372.1
g015,85,4400.3
g015,86,4425.2
g015,87,4447.9
g015,88,4469.9
g015,89,4490.6
g015,90,4510.3
g015,91,4528.8
g015,92,4545.9
g015,93,4561.4
g015,94,4579.8
g015,95,4596.1
g015,96,4610
g015,97,4623
g015,98,4635.2
g015,99,4646.8
g015,100,4658
g015,101,4668.5
g015,102,4678.2
g015,103,4687.4
g015,104,4701.1
g015,105,4718.8
g015,106,4728.6
g015,107,4746.2
g015,108,4756.2
g015,109,4762.3
g015,110,4768.6
g015,111,4793.7
g015,112,4813.3
g015,113,4827.4
g015,114,4835.4
g015,115,4840.3
g015,116,4850.2
g015,117,4850.7
g015,118,4850.7
g015,119,4850.7
g016,0,0
g016,1,0
g016,2,0
g016,3,0
g016,4,0
g016,5,0
g016,6,4.6
g016,7,6.1
g016,8,8.2
g016,9,10.5
g016,10,13.2
g016,11,16.9
g016,12,20.8
g016,13,24.2
g016,14,28
g016,15,31.9
g016,16,37
g016,17,40.9
g016,18,46.7
g016,19,52.6
g016,20,55.6
g016,21,63.1
g016,22,74.2
g016,23,86.2
g016,24,101.7
g016,25,119.6
g016,26,140.3
g016,27,161.4
g016,28,185.1
g016,29,213.5
g016,30,245.7
g016,31,279.7
g016,32,292.4
g016,33,331.9
g016,34,378.6
g016,35,430.7
g016,36,492
g016,37,559.8
g016,38,634.7
g016,39,716.8
g016,40,801.1
g016,41,891.8
g016,42,988.9
g016,43,1092.4
g016,44,1201.8
g016,45,1309.8
g016,46,1400
g016,47,1516.7
g016,48,1648.7
g016,49,1749.7
g016,50,1832.9
g016,51,1935.1
g016,52,2014
g016,53,2098.8
g016,54,2124.8
g016,55,2151.8
g016,56,2188.2
g016,57,2219.3
g016,58,2335.3
g016,59,2485.3
g016,60,2624.7
g016,61,2763.6
g016,62,2903.4
g016,63,3037
g016,64,3105.2
g016,65,3220.8
g016,66,3358.1
g016,67,3394.6
g016,68,3449.2
g016,69,3585.4
g016,70,3729.9
g016,71,3854.8
g016,72,3971
g016,73,4091.3
g016,74,4173.4
g016,75,4272
g016,76,4353.2
g016,77,4421.6
g016,78,4482.9
g016,79,4542
g016,80,4635.7
g016,81,4727.5
g016,82,4794.8
g016,83,4853.2
g016,84,4904.4
g016,85,4944.1
g016,86,4979.3
g016,87,5011.7
g016,88,5050.2
g016,89,5085.8
g016,90,5115.3
g016,91,5140.7
g016,92,5164.5
g016,93,5185.1
g016,94,5214.8
g016,95,5241.2
g016,96,5262.8
g016,97,5281.8
g016,98,5301.3
g016,99,5318.4
g016,100,5334.8
g016,101,5351.6
g016,102,5365
g016,103,5374.7
g016,104,5378.2
g016,105,5381.6
g016,106,5383.2
g016,107,5386.8
g016,108,5389.7
g016,109,5391.1
g016,110,5392.7
g016,111,5399.5
g016,112,5406.6
g016,113,5413.1
g016,114,5417.4
g016,115,5420
g016,116,5425
g016,117,5426.2
g016,118,5426.2
g016,119,5426.2
g017,0,0
g017,1,0
g017,2,0
g017,3,0
g017,4,0
g017,5,0
g017,6,4.6
g017,7,6.3
g017,8,8.6
g017,9,11.1
g017,10,14.1
g017,11,18.2
g017,12,22.5
g017,13,26.2
g017,14,30.4
g017,15,34.7
g017,16,40.4
g017,17,44.8
g017,18,51.2
g017,19,57.7
g017,20,61
g017,21,69.3
g017,22,81.6
g017,23,94.8
g017,24,111.9
g017,25,131.7
g017,26,154.4
g017,27,177.6
g017,28,203.8
g017,29,235.1
g017,30,270.7
g017,31,308.3
g017,32,322.4
g017,33,366.1
g017,34,417.9
g017,35,475.8
g017,36,544
g017,37,619.6
g017,38,703.2
g017,39,795.2
g017,40,889.6
g017,41,991.6
g017,42,1100.8
g017,43,1217.4
g017,44,1341
g017,45,1463.2
g017,46,1565.5
g017,47,1697.7
g017,48,1848
g017,49,1964.8
g017,50,2062.4
g017,51,2182.2
g017,52,2277.6
g017,53,2382
g017,54,2414.6
g017,55,2449
g017,56,2494.5
g017,57,2533
g017,58,2672.2
g017,59,2851.1
g017,60,3020.2
g017,61,3189.3
g017,62,3355
g017,63,3513.5
g017,64,3592.3
g017,65,3720.2
g017,66,3854
g017,67,3893
g017,68,3951.4
g017,69,4074.7
g017,70,4185.9
g017,71,4286.1
g017,72,4377.6
g017,73,4463.8
g017,74,4544.4
g017,75,4624.3
g017,76,4700.8
g017,77,4767.9
g017,78,4828
g017,79,4883.7
g017,80,4950.7
g017,81,5016.3
g017,82,5069.4
g017,83,5118.9
g017,84,5161.5
g017,85,5200.1
g017,86,5234.4
g017,87,5265.9
g017,88,5296
g017,89,5324.8
g017,90,5351.7
g017,91,5376.5
g017,92,5399.3
g017,93,5418.4
g017,94,5440.4
g017,95,5459.9
g017,96,5475.9
g017,97,5489.9
g017,98,5503
g017,99,5512.9
g017,100,5519.7
g017,101,5524.5
g017,102,5528
g017,103,5529.9
g017,104,5530.8
g017,105,5532.2
g017,106,5533.1
g017,107,5535.1
g017,108,5536.5
g017,109,5537.6
g017,110,5538.8
g017,111,5544.1
g017,112,5550.1
g017,113,5556.2
g017,114,5557.7
g017,115,5557.7
g017,116,5557.7
g018,0,0
g018,1,0
g018,2,0
g018,3,0
g018,4,0
g018,5,0
g018,6,4.6
g018,7,6.4
g018,8,8.7
g018,9,11.5
g018,10,14.7
g018,11,19.3
g018,12,24.1
g018,13,28.4
g018,14,33.2
g018,15,38.3
g018,16,45
g018,17,50.3
g018,18,58
g018,19,66
g018,20,70.1
g018,21,80.4
g018,22,95.9
g018,23,112.8
g018,24,135
g018,25,161
g018,26,191.4
g018,27,222.8
g018,28,258.5
g018,29,301.6
g018,30,350.8
g018,31,403.1
g018,32,422.6
g018,33,483.6
g018,34,555.9
g018,35,636.6
g018,36,731.2
g018,37,835.6
g018,38,950.1
g018,39,1074.7
g018,40,1201.4
g018,41,1325.3
g018,42,1439.3
g018,43,1545
g018,44,1643.8
g018,45,1730.9
g018,46,1797.2
g018,47,1878.7
g018,48,1967.9
g018,49,2037.8
g018,50,2096.2
g018,51,2169
g018,52,2225.7
g018,53,2287
g018,54,2306
g018,55,2326
g018,56,2352.9
g018,57,2375.8
g018,58,2461.2
g018,59,2570
g018,60,2668.8
g018,61,2763.7
g018,62,2860.2
g018,63,2952.4
g018,64,2999.6
g018,65,3080.6
g018,66,3178
g018,67,3204.8
g018,68,3247.6
g018,69,3361.5
g018,70,3484.4
g018,71,3589.9
g018,72,3688.1
g018,73,3789.8
g018,74,3871.5
g018,75,3958.9
g018,76,4046.7
g018,77,4123.7
g018,78,4192.5
g018,79,4256.2
g018,80,4334.5
g018,81,4411.1
g018,82,4471.6
g018,83,4527.9
g018,84,4576.4
g018,85,4620.2
g018,86,4659.1
g018,87,4694.8
g018,88,4728.9
g018,89,4761.5
g018,90,4791.9
g018,91,4819.7
g018,92,4844.8
g018,93,4867.1
g018,94,4891.4
g018,95,4913.3
g018,96,4933.4
g018,97,4952.1
g018,98,4969.5
g018,99,4986.3
g018,100,5002.3
g018,101,5017.3
g018,102,5031.3
g018,103,5044.6
g018,104,5063.2
g018,105,5094.4
g018,106,5106.7
g018,107,5120.7
g018,108,5128.5
g018,109,5133.2
g018,110,5138
g018,111,5157.3
g018,112,5171.7
g018,113,5181.8
g018,114,5187.5
g018,115,5191.2
g018,116,5198.5
g018,117,5207.2
g018,118,5214.3
g018,119,5220.6
g018,120,5225.3
g018,121,5229.6
g018,122,5231.5
g018,123,5233.2
g018,124,5233.2
g018,125,5233.2
g019,0,0
g019,1,0
g019,2,0
g019,3,0
g019,4,0
g019,5,0
g019,6,4.6
g019,7,6.3
g019,8,8.5
g019,9,11.1
g019,10,14.1
g019,11,18.2
g019,12,22.5
g019,13,26.3
g019,14,30.5
g019,15,34.9
g019,16,40.6
g019,17,45
g019,18,51.5
g019,19,58.1
g019,20,61.5
g019,21,69.9
g019,22,82.4
g019,23,95.9
g019,24,113.3
g019,25,133.6
g019,26,157.1
g019,27,181
g019,28,207.9
g019,29,240.2
g019,30,276.8
g019,31,315.6
g019,32,330
g019,33,375
g019,34,428.2
g019,35,487.6
g019,36,557.4
g019,37,634.7
g019,38,719.9
g019,39,813.4
g019,40,909.2
g019,41,1012.3
g019,42,1122.4
g019,43,1239.6
g019,44,1363.4
g019,45,1480.2
g019,46,1568.3
g019,47,1675.4
g019,48,1791.5
g019,49,1881.3
g019,50,1956
g019,51,2048.3
g019,52,2119.7
g019,53,2196.5
g019,54,2220.1
g019,55,2244.9
g019,56,2277.9
g019,57,2305.8
g019,58,2407.2
g019,59,2539.5
g019,60,2661.5
g019,61,2782.2
g019,62,2903
g019,63,3017.6
g019,64,3075.8
g019,65,3174.4
g019,66,3292
g019,67,3324.1
g019,68,3374.7
g019,69,3507.6
g019,70,3631.9
g019,71,3738.6
g019,72,3837.8
g019,73,3940.4
g019,74,4022.1
g019,75,4106
g019,76,4183.3
g019,77,4251.1
g019,78,4311.6
g019,79,4367.7
g019,80,4446.7
g019,81,4524
g019,82,4580.6
g019,83,4630.2
g019,84,4673.1
g019,85,4711.7
g019,86,4745.9
g019,87,4777.3
g019,88,4809.2
g019,89,4838.6
g019,90,4865.4
g019,91,4889.8
g019,92,4911.8
g019,93,4931.9
g019,94,4956.7
g019,95,4978.8
g019,96,4996.8
g019,97,5013.6
g019,98,5029.9
g019,99,5044.9
g019,100,5059.3
g019,101,5073.3
g019,102,5085.8
g019,103,5098.3
g019,104,5108.3
g019,105,5117.5
g019,106,5120.2
g019,107,5125.2
g019,108,5128.4
g019,109,5130.5
g019,110,5132.7
g019,111,5141.5
g019,112,5150
g019,113,5157.4
g019,114,5162.2
g019,115,5165.5
g019,116,5172.1
g019,117,5180.7
g019,118,5188.2
g019,119,5195.4
g019,120,5201
g019,121,5201.3
g019,122,5201.3
g019,123,5201.3
g020,0,0
g020,1,0
g020,2,0
g020,3,0
g020,4,0
g020,5,0
g020,6,4.6
g020,7,6
g020,8,7.8
g020,9,9.8
g020,10,12.1
g020,11,15.1
g020,12,18.3
g020,13,20.9
g020,14,23.8
g020,15,26.8
g020,16,30.6
g020,17,33.5
g020,18,37.7
g020,19,41.9
g020,20,44
g020,21,49.2
g020,22,56.8
g020,23,64.8
g020,24,75
g020,25,86.5
g020,26,99.5
g020,27,112.6
g020,28,127
g020,29,144.2
g020,30,163.3
g020,31,183.4
g020,32,190.8
g020,33,213.9
g020,34,241
g020,35,271.2
g020,36,306.7
g020,37,346.1
g020,38,389.9
g020,39,438.4
g020,40,488.6
g020,41,543.6
g020,42,603.5
g020,43,668.5
g020,44,738.8
g020,45,809.5
g020,46,869.9
g020,47,949.2
g020,48,1044.3
g020,49,1127.1
g020,50,1201
g020,51,1296
g020,52,1374.5
g020,53,1461.7
g020,54,1488.9
g020,55,1516.2
g020,56,1550.4
g020,57,1577.7
g020,58,1673.3
g020,59,1796.8
g020,60,1914.2
g020,61,2032.1
g020,62,2150
g020,63,2260.7
g020,64,2315.7
g020,65,2404.7
g020,66,2506.6
g020,67,2533.6
g020,68,2573.9
g020,69,2674.2
g020,70,2780.3
g020,71,2878.9
g020,72,2979.6
g020,73,3083.8
g020,74,3162.3
g020,75,3248.4
g020,76,3323.6
g020,77,3389.9
g020,78,3449.4
g020,79,3504.8
g020,80,3587.7
g020,81,3669.1
g020,82,3729
g020,83,3780.9
g020,84,3826.6
g020,85,3866
g020,86,3901
g020,87,3933.3
g020,88,3968
g020,89,4000
g020,90,4028
g020,91,4053.7
g020,92,4077
g020,93,4097.8
g020,94,4124.3
g020,95,4147.8
g020,96,4167.1
g020,97,4184.2
g020,98,4201.6
g020,99,4217
g020,100,4231.7
g020,101,4246.6
g020,102,4259.7
g020,103,4273
g020,104,4289.3
g020,105,4309.5
g020,106,4316.6
g020,107,4328.5
g020,108,4334
g020,109,4337.4
g020,110,4341
g020,111,4355.5
g020,112,4368.9
g020,113,4380
g020,114,4387.2
g020,115,4392.1
g020,116,4401.8
g020,117,4402
g020,118,4402
g020,119,4402
g021,0,0
g021,1,0
g021,2,0
g021,3,0
g021,4,0
g021,5,0
g021,6,4.6
g021,7,6.1
g021,8,8.1
g021,9,10.4
g021,10,13
g021,11,16.5
g021,12,20.1
g021,13,23.3
g021,14,26.8
g021,15,30.3
g021,16,34.9
g021,17,38.5
g021,18,43.6
g021,19,48.8
g021,20,51.4
g021,21,58
g021,22,67.6
g021,23,77.9
g021,24,91.1
g021,25,106.2
g021,26,123.6
g021,27,141.3
g021,28,161.1
g021,29,184.7
g021,30,211.4
g021,31,239.7
g021,32,250.1
g021,33,282.8
g021,34,321.6
g021,35,365
g021,36,416.2
g021,37,473.4
g021,38,537
g021,39,607.6
g021,40,681
g021,41,761.2
g021,42,848.4
g021,43,942.9
g021,44,1044.7
g021,45,1146.7
g021,46,1233.4
g021,47,1346.9
g021,48,1482.4
g021,49,1588.4
g021,50,1675.1
g021,51,1780.8
g021,52,1861.3
g021,53,1946.8
g021,54,1972.6
g021,55,1999.5
g021,56,2034.9
g021,57,2064.7
g021,58,2174
g021,59,2310.1
g021,60,2431.2
g021,61,2547.2
g021,62,2659.8
g021,63,2759.5
g021,64,2810.6
g021,65,2896.7
g021,66,2998.3
g021,67,3025.8
g021,68,3069.2
g021,69,3183.1
g021,70,3295.7
g021,71,3392.3
g021,72,3481.9
g021,73,3574.5
g021,74,3657.6
g021,75,3745.6
g021,76,3834.3
g021,77,3912.1
g021,78,3981.8
g021,79,4046.4
g021,80,4118.8
g021,81,4189.7
g021,82,4251.5
g021,83,4309
g021,84,4358.6
g021,85,4403.5
g021,86,4443.5
g021,87,4480.1
g021,88,4515.3
g021,89,4548.9
g021,90,4580.4
g021,91,4609.1
g021,92,4635.1
g021,93,4658.6
g021,94,4681.6
g021,95,4704.5
g021,96,4725.6
g021,97,4745.2
g021,98,4763.4
g021,99,4781
g021,100,4797.8
g021,101,4813.5
g021,102,4828.2
g021,103,4842.1
g021,104,4859.7
g021,105,4888.9
g021,106,4908.1
g021,107,4942.3
g021,108,4958
g021,109,4963.9
g021,110,4969.9
g021,111,4993.8
g021,112,5012.5
g021,113,5026.1
g021,114,5033.8
g021,115,5038.6
g021,116,5048.1
g021,117,5059.1
g021,118,5068.2
g021,119,5076.3
g021,120,5082.3
g021,121,5087.4
g021,122,5089.6
g021,123,5096.9
g021,124,5104.4
g021,125,5111.1
g021,126,5111.1
g021,127,5111.1
g022,0,0
g022,1,0
g022,2,0
g022,3,0
g022,4,0
g022,5,0
g022,6,4.6
g022,7,6.2
g022,8,8.4
g022,9,10.9
g022,10,13.7
g022,11,17.7
g022,12,21.8
g022,13,25.4
g022,14,29.4
g022,15,33.5
g022,16,38.9
g022,17,43.1
g022,18,49.2
g022,19,55.4
g022,20,58.6
g022,21,66.5
g022,22,78.2
g022,23,90.8
g022,24,107.2
g022,25,126.1
g022,26,148
g022,27,170.3
g022,28,195.4
g022,29,225.5
g022,30,259.6
g022,31,295.7
g022,32,309.1
g022,33,351
g022,34,400.7
g022,35,456.2
g022,36,521.5
g022,37,594
g022,38,674.2
g022,39,762.3
g022,40,852.8
g022,41,950.7
g022,42,1055.7
g022,43,1167.9
g022,44,1286.9
g022,45,1404.5
g022,46,1502.4
g022,47,1621
g022,48,1748.7
g022,49,1846.9
g022,50,1928.1
g022,51,2028.2
g022,52,2105.4
g022,53,2188.3
g022,54,2213.8
g022,55,2240.5
g022,56,2276
g022,57,2305.2
g022,58,2415
g022,59,2555.6
g022,60,2684.8
g022,61,2812.3
g022,62,2939.5
g022,63,3059.9
g022,64,3120.9
g022,65,3223.9
g022,66,3346.3
g022,67,3379.6
g022,68,3431.9
g022,69,3568.8
g022,70,3718.6
g022,71,3862.2
g022,72,3999.2
g022,73,4141.2
g022,74,4249.8
g022,75,4366.7
g022,76,4470.4
g022,77,4561.6
g022,78,4643.4
g022,79,4719.5
g022,80,4831.7
g022,81,4941.9
g022,82,5023
g022,83,5093.3
g022,84,5155.3
g022,85,5209.1
g022,86,5257.2
g022,87,5301.4
g022,88,5348.5
g022,89,5392
g022,90,5430.4
g022,91,5465.7
g022,92,5497.7
g022,93,5526.3
g022,94,5562.4
g022,95,5593.9
g022,96,5619.6
g022,97,5642.5
g022,98,5665.7
g022,99,5686.2
g022,100,5705.8
g022,101,5725.7
g022,102,5743.3
g022,103,5761.2
g022,104,5768.5
g022,105,5776.3
g022,106,5779.8
g022,107,5786
g022,108,5789.5
g022,109,5791.5
g022,110,5793.2
g022,111,5799.9
g022,112,5806.4
g022,113,5812.2
g022,114,5816.1
g022,115,5818.8
g022,116,5824.5
g022,117,5831.9
g022,118,5838.2
g022,119,5844.3
g022,120,5849.1
g022,121,5850.3
g022,122,5850.3
g022,123,5850.3
g023,0,0
g023,1,0
g023,2,0
g023,3,0
g023,4,0
g023,5,0
g023,6,4.6
g023,7,6.4
g023,8,8.9
g023,9,11.7
g023,10,15.1
g023,11,19.8
g023,12,24.7
g023,13,29.1
g023,14,34.1
g023,15,39.3
g023,16,46.2
g023,17,51.6
g023,18,59.5
g023,19,67.8
g023,20,71.9
g023,21,82.5
g023,22,98.3
g023,23,115.6
g023,24,138.1
g023,25,164.6
g023,26,195.6
g023,27,227.3
g023,28,263.4
g023,29,306.9
g023,30,356.4
g023,31,409
g023,32,428.6
g023,33,489.6
g023,34,562
g023,35,642.5
g023,36,736.9
g023,37,840.8
g023,38,954.5
g023,39,1078.1
g023,40,1203.4
g023,41,1334.6
g023,42,1455.5
g023,43,1567.7
g023,44,1672.6
g023,45,1765.3
g023,46,1836.2
g023,47,1923.3
g023,48,2019
g023,49,2094.1
g023,50,2157.1
g023,51,2235.9
g023,52,2297.4
g023,53,2364.1
g023,54,2384.8
g023,55,2406.9
g023,56,2436.4
g023,57,2461.5
g023,58,2554.8
g023,59,2676.5
g023,60,2789.5
g023,61,2902.1
g023,62,3015.6
g023,63,3124.1
g023,64,3179.7
g023,65,3274.6
g023,66,3388.9
g023,67,3420.4
g023,68,3470.3
g023,69,3602
g023,70,3714.8
g023,71,3811.8
g023,72,3901.8
g023,73,3995.1
g023,74,4081.2
g023,75,4166.3
g023,76,4247.7
g023,77,4318.9
g023,78,4382.5
g023,79,4441.3
g023,80,4512.7
g023,81,4582.5
g023,82,4638.2
g023,83,4690.1
g023,84,4734.6
g023,85,4774.9
g023,86,4810.7
g023,87,4843.4
g023,88,4874.6
g023,89,4904.5
g023,90,4932.3
g023,91,4957.7
g023,92,4980.8
g023,93,5001.9
g023,94,5024.4
g023,95,5045
g023,96,5063.9
g023,97,5081.6
g023,98,5098
g023,99,5113.8
g023,100,5128.9
g023,101,5141.9
g023,102,5153.1
g023,103,5164.5
g023,104,5170.9
g023,105,5176.9
g023,106,5178.5
g023,107,5181.7
g023,108,5183.8
g023,109,5185.1
g023,110,5186.6
g023,111,5192.5
g023,112,5198.8
g023,113,5204.8
g023,114,5209
g023,115,5211.9
g023,116,5217.7
g023,117,5225.5
g023,118,5231.8
g023,119,5237.3
g023,120,5241.4
g023,121,5241.4
g023,122,5241.4
g024,0,0
g024,1,0
g024,2,0
g024,3,0
g024,4,0
g024,5,0
g024,6,4.6
g024,7,6.4
g024,8,8.8
g024,9,11.6
g024,10,14.9
g024,11,19.5
g024,12,24.4
g024,13,28.7
g024,14,33.6
g024,15,38.8
g024,16,45.5
g024,17,50.9
g024,18,58.8
g024,19,67
g024,20,71.1
g024,21,81.6
g024,22,97.3
g024,23,114.5
g024,24,137
g024,25,163.4
g024,26,194.1
g024,27,225.6
g024,28,261.4
g024,29,304.7
g024,30,353.8
g024,31,405.9
g024,32,425.4
g024,33,485.9
g024,34,557.4
g024,35,636.9
g024,36,729.8
g024,37,831.9
g024,38,943.3
g024,39,1064
g024,40,1185.8
g024,41,1315.1
g024,42,1448.3
g024,43,1571.7
g024,44,1687.1
g024,45,1789
g024,46,1866.9
g024,47,1962.8
g024,48,2068.2
g024,49,2151.4
g024,50,2221.6
g024,51,2310
g024,52,2380.1
g024,53,2456.2
g024,54,2480.6
g024,55,2506.7
g024,56,2541.8
g024,57,2571.8
g024,58,2684.3
g024,59,2831.4
g024,60,2969.8
g024,61,3109
g024,62,3250.3
g024,63,3386.1
g024,64,3455.8
g024,65,3574.1
g024,66,3713.3
g024,67,3752
g024,68,3812.9
g024,69,3946.9
g024,70,4061.3
g024,71,4159.5
g024,72,4250.7
g024,73,4345.2
g024,74,4423.8
g024,75,4501.6
g024,76,4575.9
g024,77,4640.9
g024,78,4698.9
g024,79,4752.6
g024,80,4824.8
g024,81,4895.3
g024,82,4947
g024,83,4994.3
g024,84,5034.9
g024,85,5071.7
g024,86,5104.2
g024,87,5134
g024,88,5163
g024,89,5190.2
g024,90,5215.6
g024,91,5238.8
g024,92,5260.3
g024,93,5279.9
g024,94,5303.1
g024,95,5323.7
g024,96,5340.6
g024,97,5355.5
g024,98,5370.8
g024,99,5384.2
g024,100,5397
g024,101,5407.2
g024,102,5413.3
g024,103,5417.5
g024,104,5419.1
g024,105,5421.2
g024,106,5422.4
g024,107,5424.8
g024,108,5426.5
g024,109,5427.5
g024,110,5428.4
g024,111,5432.1
g024,112,5435.8
g024,113,5439.2
g024,114,5441.4
g024,115,5442.9
g024,116,5445.5
g024,117,5445.6
g024,118,5445.6
g024,119,5445.6
g025,0,0
g025,1,0
g025,2,0
g025,3,0
g025,4,0
g025,5,0
g025,6,4.6
g025,7,6.4
g025,8,8.7
g025,9,11.4
g025,10,14.5
g025,11,18.8
g025,12,23.4
g025,13,27.4
g025,14,31.9
g025,15,36.6
g025,16,42.8
g025,17,47.6
g025,18,54.7
g025,19,61.9
g025,20,65.6
g025,21,74.9
g025,22,88.7
g025,23,103.7
g025,24,123.2
g025,25,146
g025,26,172.5
g025,27,199.6
g025,28,230.3
g025,29,267.3
